Text,Language
"Wikipedia non è regolata da alcun comitato di redazione centrale: le sue voci sono scritte spontaneamente da centinaia di migliaia di volontari non remunerati né iscritti ad associazioni, che si organizzano autonomamente stabilendo da soli le regole interne e lo svolgimento degli argomenti nelle voci.",Italian
"Wikipedia, infatti, è costruita sulla convinzione che la collaborazione tra gli utenti possa nel tempo migliorare le voci, più o meno nello stesso spirito con cui viene sviluppato il software libero.",Italian
"Nel caso del software, se è libero, chiunque può prelevarne i sorgenti, modificarli e ridistribuirli, eppure solitamente i programmatori si limitano a proporre alcune modifiche agli autori, i quali le adottano oppure no a loro insindacabile giudizio.",Italian
Le voci sono sempre aperte alle modifiche (tranne quando vengono protette a tempo determinato a causa di vandalismi o edit war) e non si dichiara mai conclusa la stesura di una voce.,Italian
"Accade che alcuni utenti provino a inserire informazioni malevole o goliardiche, ma enciclopedicamente irrilevanti, che vengono generalmente rimosse prontamente da altri utenti.",Italian
Questo tipo di modifiche è in gergo chiamato vandalismo.,Italian
Wikipedia mantiene un approccio ottimistico sulla bontà delle modifiche proposte: tutti coloro che visitano il sito di Wikipedia hanno la possibilità di creare o modificare una voce e vedere pubblicate all'istante le loro modifiche.,Italian
"Gli autori delle voci, che non devono avere necessariamente alcuna competenza o qualifica formale sugli argomenti trattati ma devono basare le proprie pubblicazioni su fonti autorevoli, sono però avvertiti che i loro contributi possono essere cancellati, o a loro volta modificati e redistribuiti da chiunque, nei termini della licenza e delle linee guida interne a Wikipedia.",Italian
"Le voci sono controllate dalla comunità, con il supporto di un gruppo di amministratori che svolgono alcune azioni tecniche.",Italian
"Le decisioni da prendere sul contenuto e sulle politiche editoriali di Wikipedia sono ottenute di norma per consenso[25] e in alcuni casi per votazione, sebbene per alcuni anni Jimmy Wales si fosse riservato decisioni in alcuni casi nell'edizione in inglese.",Italian
"Grazie al software wiki, tutte le modifiche alle voci di Wikipedia sono archiviate in una cronologia delle versioni accessibile a chiunque.",Italian
"Wikipedia perciò è anche la prima tra le grandi enciclopedie che permette a tutti di osservare il processo di sviluppo nel tempo di una voce e di verificare se, come e dove il contenuto è stato oggetto di controversie.",Italian
Persino le cancellazioni e gli altri vandalismi che una pagina subisce sono di norma visibili a tutti.,Italian
"Tutti i punti di vista contestati, espressi in un dato momento e successivamente cancellati, rimangono consultabili e forniscono informazioni complementari sull'argomento di cui è oggetto la voce e sul suo grado di controversia, aggiungendovi inoltre la dimensione temporale.",Italian
Oltre all'editor classico che utilizza un linguaggio di markup estremamente semplificato (ad es.,Italian
"molto più semplice dell'HTML) il software MediaWiki mette a disposizione anche un editor visuale, chiamato VisualEditor.",Italian
"Nel gergo di Wikipedia gli autori - cioè quegli utenti che collaborano attivamente all'inserimento dei contenuti - sono chiamati ""wikipediani"" e formano un'ampia e variegata comunità di pratica.",Italian
"L'attività di wikipediano è riconosciuta come ""profilo professionale"" dall'IWA (International Webmasters Association).",Italian
[26] Su Wikipedia non vi sono distinzioni formali tra chi collabora al progetto: le decisioni sono idealmente prese raggiungendo il consenso tra coloro che sono coinvolti.,Italian
"Nel mese di giugno 2015, gli utenti attivi (cioè quelli che avevano contribuito a Wikipedia con almeno cinque interventi ciascuno) erano 71 000[27] (oltre 40 000 nell'ambito delle tre edizioni maggiori, ovvero quelle in lingua inglese, tedesca e giapponese).",Italian
"Il gruppo più attivo, composto da quasi 10 000 utenti (di cui circa il 50% lavorava nelle tre edizioni maggiori), ha fornito 100 contributi o più a testa nel corso del mese.",Italian
"[28] Secondo Wikimedia un quarto del traffico di Wikipedia proviene da utenti non registrati, che difficilmente diventeranno collaboratori stabili.",Italian
"I lavori di manutenzione sono svolti da un gruppo di volontari che sono chiamati, a seconda del ruolo, sviluppatori,[29] steward,[30] check user,[31] oversight,[32] burocrati[33] e amministratori;[34] nel complesso alcune migliaia di persone.",Italian
"Gli amministratori (sysop) sono i più numerosi (oltre quattromila al 2015) e sono loro attribuite alcune funzioni tecniche aggiuntive che servono ad impedire, in caso di necessità, la modifica di singole voci, di cancellare e ripristinare le voci o di togliere (in modo temporaneo o permanente) ad alcuni utenti la facoltà di modificare Wikipedia, seguendo quanto stabilito dalle linee guida della comunità.",Italian
"Non essendo gli amministratori dei moderatori, il controllo e l'eliminazione dei vandalismi sono a carico di tutta la comunità degli utenti.",Italian
"Gli atti di vandalismo o le infrazioni più lievi alle linee guida possono comportare un avvertimento o un blocco temporaneo, mentre i blocchi a lungo termine o permanenti in conseguenza di infrazioni prolungate e gravi sono in genere decisi dalla comunità o, in alcune edizioni, da un comitato arbitrale.",Italian
"[35] L'ex redattore capo di Wikipedia Larry Sanger ha affermato che avere la licenza libera GFDL come ""garanzia di libertà, è una forte motivazione a lavorare in un'enciclopedia libera"".",Italian
"In uno studio su Wikipedia come comunità, il docente di economia Andrea Ciffolilli[36] sostenne che il basso costo di transazione nella partecipazione ad un software wiki crea un catalizzatore per lo sviluppo collaborativo e che un approccio alla ""costruzione creativa"" incoraggia la partecipazione.",Italian
Wikipedia è stata vista come un esperimento sociale di democrazia.,Italian
"Il suo fondatore ha replicato che non è stata pensata come tale, ma piuttosto ne è una conseguenza.",Italian
"[37] In una pagina a proposito del fare ricerche con Wikipedia, i suoi autori spiegano che Wikipedia è importante come comunità sociale: agli autori di voci può venir chiesto di difendere o spiegare il loro operato e le discussioni sono immediatamente visibili.",Italian
"Wikipedia possiede una comunità di utenti che sono in proporzione pochi, ma molto attivi.",Italian
"William G. Emigh e Susan C. Herring (2005) affermano che «pochi utenti attivi, quando agiscono in concerto con norme stabilite all'interno di un sistema redazionale aperto, possono raggiungere il controllo totale sul contenuto prodotto nel sistema, cancellando letteralmente diversità, controversie e inconsistenze, e omogeneizzando le voci dei collaboratori.»[38] I redattori di Wikinfo, un progetto derivato da Wikipedia, sostengono analogamente che i contributori nuovi o controversi di Wikipedia sono spesso ingiustamente etichettati troll o utenti problematici e viene loro impedito di apportare modifiche.",Italian
La comunità di Wikipedia è stata anche criticata per il fatto di rispondere alle lamentele riguardo alla qualità di una voce consigliando a chi si lamenta di correggere la voce.,Italian
"Wikipedia richiede ai propri collaboratori di osservare un punto di vista neutrale[17] quando scrivono e di non inserire alcuna ricerca originale, dal momento che un'enciclopedia è una fonte terziaria.",Italian
"Questa condotta, se rigorosamente applicata, mette al sicuro l'enciclopedia da eventuali minacce legali per reati di diffamazione e al contempo le conferisce obiettività e affidabilità.",Italian
"Il punto di vista neutrale, di per sé una linea di condotta non negoziabile, rende chiaro che l'obiettivo dell'enciclopedia è quello di presentare le dispute e descriverle piuttosto che impegnarsi per esse.",Italian
"Qualora fosse completamente raggiunto, Wikipedia non si troverebbe ad essere scritta sulla base di un singolo punto di vista ""oggettivo"", ma a presentare in modo imparziale tutti gli aspetti di una questione, attribuendoli in modo neutrale ai propri sostenitori.",Italian
Questa politica impone che ciascun punto di vista debba ricevere una trattazione adeguata al suo seguito.,Italian
"Le opinioni e teorie inedite sono considerate ""ricerche originali"" e non sono pubblicabili in Wikipedia, dato che sono incompatibili con il concetto di enciclopedia (che è un'opera compilativa) e non possono essere presentate secondo un punto di vista neutrale e con fonti indipendenti.",Italian
I collaboratori di Wikipedia mantengono in più una varietà di politiche e linee guida minori.,Italian
"Al contrario di altri progetti basati su wiki, come il Portland Pattern Repository di Ward Cunningham (considerato l'inventore del wiki), i wikipediani usano le cosiddette pagine di discussione[39] per discutere le modifiche alle voci, piuttosto che farlo all'interno delle voci stesse.",Italian
"I collaboratori di Wikipedia spesso modificano, spostano e cancellano le voci che sono considerate inadatte a un'enciclopedia, come le definizioni da dizionario (per cui esistono progetti appositi come il Wikizionario) o testi da fonti originali.",Italian
"Le varie edizioni di Wikipedia, facenti capo a comunità distinte su base linguistica, stabiliscono autonomamente le proprie convenzioni stilistiche.",Italian
Il contenuto di Wikipedia viene distribuito in diverse modalità.,Italian
"A parte la distribuzione nella sua forma originale online, attraverso i siti ufficiali o i molti mirror creati su altri server web, anche le versioni stampate o pronte alla stampa di Wikipedia hanno ottenuto popolarità.",Italian
I cosiddetti WikiReader (pubblicazioni su carta con selezioni di voci) sono stati lanciati dalla Wikipedia tedesca nel tardo febbraio 2004 con il primo WikiReader sulla Svezia di Thomas Karcher.,Italian
Hanno fatto seguito altri WikiReader preparati nel formato PDF o con le versioni stampate in preparazione per la vendita.,Italian
"L'esempio tedesco è stato ripreso altrove per cui sono nati altri progetti WikiReader ad opera degli utenti cinesi, inglesi, francesi e polacchi.",Italian
Wikipress[40] ha messo in vendita un libro in brossura dell'edizione 2005-2006 comprensivo di un DVD.,Italian
"In seguito, nel 2009, è stata aggiunta a Wikipedia un'estensione con la quale ogni utente può raccogliere più voci dell'enciclopedia in ""libri"" che possono essere consultati offline e distribuiti come e-book gratuiti o anche essere stampati in volume grazie ad un servizio online a pagamento.",Italian
Sono disponibili anche CD e DVD di Wikipedia.,Italian
Il progetto tedesco di Wikipedia è stato il primo a distribuire una versione su questi supporti nel 2004; attualmente è giunto alla seconda edizione.,Italian
"A partire dal settembre 2007 anche l'edizione in italiano di Wikipedia è stata pubblicata in una versione in DVD, diventando così la seconda ad essere distribuita su tale supporto.",Italian
"[41] I contenuti di Wikipedia sono consultabili anche tramite dispositivi mobili (cellulari, palmari, smartphone, ecc.).",Italian
"Esiste infatti una versione mobile del sito, che consente di accedere alle voci di Wikipedia presentandole in una veste grafica semplificata, adatta per questo tipo di dispositivi.",Italian
"Il servizio QRpedia consente di generare codici QR contenenti particolari link che permettono di accedere alla versione di Wikipedia mobile di una data voce, puntando automaticamente alla pagina nella stessa lingua del dispositivo in uso.",Italian
"Sono disponibili inoltre applicazioni dedicate per i vari dispositivi mobili, ad esempio Wikipedia Mobile per iPhone e Wikipedia Mobile per Android.",Italian
"«L'atteggiamento dell'accademico medio verso il principale strumento di consultazione della nostra epoca, e in particolare dei nostri studenti, conferma conclusioni cui eravamo già arrivati.",Italian
"Egli quasi sempre consulta Wikipedia (non per propria scelta, ma perché i motori di ricerca lo dirigono automaticamente alle sue voci), ma non prende in considerazione la possibilità di contribuirvi per tre motivi principali: perché la ritiene di livello troppo basso nel proprio settore specialistico; perché ritiene sé stesso troppo incompetente in qualsiasi altro settore e perché non ha tempo da perdere in lavori che non assicurano né compensi economici né titoli utili alla carriera.» La reputazione di Wikipedia quale mezzo di consultazione è soggetta a discussioni di opposti orientamenti: da una parte elogiata per la sua libera distribuzione, libera compilazione e ampia gamma di argomenti trattati, dall'altra criticata per presunti pregiudizi sistemici (secondo cui vengono privilegiate le voci di interesse dei singoli contributori indipendentemente dalla loro oggettiva importanza), lacune su alcuni argomenti e mancanza di responsabilità e autorità in rapporto alle enciclopedie tradizionali.",Italian
"Anche il concetto di ""enciclopedia"" di Wikipedia è oggetto di dibattito, a maggior ragione da quando essa ha incrementato la sua importanza.",Italian
"Le critiche più frequenti riguardano una mancanza di affidabilità, conoscenza e autorevolezza.",Italian
"La critica più forte riguarda l'affidabilità in termini di contenuti; fermo restando la natura work in progress dell'opera ovvero la continua tendenza al miglioramento nel tempo in termini di completezza e affidabilità dei contenuti, al riguardo uno studio della rivista Nature del 2008, che ha messo a confronto la versione inglese di Wikipedia con la famosa enciclopedia Britannica, ha evidenziato una differenza minima in termini di errori tra le due (4 errori in media per ciascuna voce di Wikipedia e 3 per la Britannica).",Italian
"[42] Addetti ai lavori del mondo cartaceo (bibliotecari, accademici, redattori ed editori di enciclopedie classiche) considerano invece Wikipedia di scarsa o nulla utilità quale mezzo di consultazione.",Italian
"Per contro altri ritengono Wikipedia di qualità sufficiente in almeno alcune aree, in questo sostenuti dal fatto che essa ha vinto un test comparativo proposto da c't, rivista tedesca di informatica.",Italian
Molti degli elogi le sono attribuiti per il fatto di essere sia a contenuto libero sia aperta alle modifiche di chiunque.,Italian
"I redattori stessi di Wikipedia sono stati piuttosto attivi nel valutare, sia positivamente sia negativamente, l'enciclopedia.",Italian
"Una forte critica, nel 2007 viene da Robert Cailliau — uno degli ideatori del web[43] — che ha affermato che Wikipedia «…rappresenta proprio ciò che non volevamo che diventasse il web»; questo perché Wikipedia concentra in un solo ""luogo"" un gran numero di informazioni, invece nelle menti degli ideatori vi era una struttura a rete, in cui la parte tecnica, ma anche le informazioni fossero distribuite equamente sui suoi nodi, in modo che se venisse a mancare uno di questi nodi non si formasse una voragine d'informazione.",Italian
"[44] Di fatto Wikipedia funziona molto efficacemente come un aggregatore di informazioni e notizie provenienti da numerose fonti primarie (cartacee e web) di fronte all'enorme numero di informazioni disperse nel web, cresciute con il web stesso, stimolando allo stesso tempo la condivisione del sapere in rete e il senso di responsabilità.",Italian
"Allo stesso tempo i difensori e fruitori ne esaltano la ""portabilità"" rispetto alle enciclopedie cartacee ovvero la disponibilità a portata di un ""click"".",Italian
"Per questo Wikipedia è stata usata dai media, da membri della comunità accademica e da altri come fonte informativa principale o secondaria.",Italian
"Alcuni organi d'informazione hanno citato le voci di Wikipedia come fonte o le hanno segnalate tra le informazioni aggiuntive disponibili sul Web, in alcuni casi in modo reiterato.",Italian
"Secondo gli elenchi tenuti dai contributori di Wikipedia, le sue voci sono state citate con maggiore frequenza nei media di contenuto informativo, e più raramente anche in studi accademici, libri, conferenze e aule giudiziarie.",Italian
"Ad esempio, il sito del Parlamento del Canada cita la voce inglese di Wikipedia sui matrimoni gay tra le letture consigliate riguardo al proprio progetto di legge C-38.",Italian
Alcuni utenti mantengono liste (incomplete) dei casi in cui Wikipedia è stata citata come fonte.,Italian
I critici sostengono che l'accesso in scrittura a chiunque renda Wikipedia un prodotto inaffidabile.,Italian
"Wikipedia non contiene alcun processo formale e sistematico di revisione e, dunque, di controllo dei fatti: gli stessi contributori potrebbero non essere esperti negli argomenti di cui scrivono.",Italian
Il bibliotecario e consulente per Internet Philip Bradley dichiarò nel 2004 al britannico Guardian di non avere intenzione di utilizzare Wikipedia e di non essere «a conoscenza di un solo bibliotecario che lo farebbe.,Italian
Il problema principale è la mancanza di autorevolezza.,Italian
"Per le pubblicazioni stampate, gli editori devono garantire che i loro dati siano attendibili in quanto il loro sostentamento dipende da ciò.",Italian
"Ma con qualcosa come questo, tutto ciò perde di significato».",Italian
[45] Analogamente il direttore responsabile dell'Encyclopædia Britannica Ted Pappas disse al Guardian: «Il presupposto di Wikipedia è che il continuo miglioramento porterà alla perfezione.,Italian
Tale presupposto non è assolutamente dimostrato».,Italian
"Nel discutere su Wikipedia come fonte accademica Danah Boyd, ricercatrice presso la School of Information Management and Systems (SIMS) dell'Università della California a Berkeley, scrisse nel 2005 che «[Wikipedia] non sarà mai un'enciclopedia, ma conterrà una vasta conoscenza piuttosto valida per diversi scopi».",Italian
"Alcuni articoli accademici sottoposti a revisione paritaria, come quelli pubblicati sulla rivista scientifica Science, hanno riportato dei riferimenti a voci di Wikipedia.",Italian
L'atteggiamento del mondo scientifico verso Wikimedia come strumento di consultazione non è stato solo negativo.,Italian
Le voci di Wikipedia sono state citate nelle enhanced perspectives (abstract delle più recenti ed entusiasmanti ricerche scientifiche) disponibili on line sul sito di Science.,Italian
"Il primo di tali abstract ad avere un link a Wikipedia fu A White Collar Protein Senses Blue Light (Linden, 2002), e da allora altre ne seguirono.",Italian
"Tali collegamenti, tuttavia, sono proposti al lettore solo come letture supplementari e non come fonti usate dall'autore dell'articolo, e le enhanced perspectives non sono pensate per servire, esse stesse, da materiale di riferimento.",Italian
"In un articolo del 2004, The Faith-Based Encyclopedia (L'enciclopedia basata sulla fiducia) l'ex direttore della Britannica Robert McHenry, criticò l'approccio wiki, sostenendo che «…per quanto vicina — in qualche momento della sua vita — al raggiungimento della credibilità, una voce di Wikipedia è sempre aperta a qualche ficcanaso poco informato o semi acculturato… L'utente che visita Wikipedia per apprendere qualche argomento, per confermare qualche dato di fatto, è piuttosto nella posizione dell'avventore di un bagno pubblico.",Italian
"Potrebbe essere palesemente sporco, così che egli sa di dover fare molta attenzione, o potrebbe sembrare discretamente pulito, così che egli potrebbe farsi cullare dal falso senso di sicurezza.",Italian
Ciò che certamente non può sapere è chi ha usato i servizi prima di lui».,Italian
Per rispondere a tale critica sono stati proposti metodi per indicare l'origine del materiale nelle voci di Wikipedia.,Italian
"L'idea è di fornire una provenienza della fonte su ciascun intervallo del testo di una voce, e una provenienza temporale per indicarne l'annata.",Italian
"In questo modo il lettore può conoscere «chi ha usato i servizi prima di lui» e quanto tempo la comunità ha impiegato per elaborare e giudicare le informazioni contenute in una voce allo scopo di fornire una calibratura sul ""senso di sicurezza"".",Italian
"Comunque, queste proposte riguardanti la provenienza sono abbastanza controverse.",Italian
"Uno degli ideatori del progetto, Larry Sanger, criticò Wikipedia nel 2004, per la sua supposta filosofia anti-elitaria di attivo disprezzo per la competenza.",Italian
"Il processo di redazione di Wikipedia presuppone che l'esposizione di una voce a molti utenti conduca, con il tempo di per sé, all'accuratezza.",Italian
"Facendo riferimento alla Legge di Linus sullo sviluppo open source, Sanger aveva in passato sostenuto che «dati sufficienti occhi, tutti gli errori sono superficiali».",Italian
"Jōichi Itō, personaggio di spicco del mondo tecnologico, ha poi scritto, a proposito dell'autorità in Wikipedia, che «sebbene dipenda un po' dall'argomento, l'interrogativo è se qualcosa sia con tutta probabilità vera quando provenga da una fonte il cui curriculum suoni autorevole oppure da una fonte che sia stata esaminata da centinaia di migliaia di persone (con la capacità di commentare) e sia sopravvissuta».",Italian
"Al contrario, in un test informale sulla capacità di Wikipedia di individuare informazioni errate, l'autore sottolineò che il processo usato in Wikipedia «non è realmente un meccanismo in grado di verificare i fatti tanto quanto lo sarebbe un meccanismo di voto» e che un materiale che non apparisse apertamente falso verrebbe accettato come vero.",Italian
Wikipedia è stata accusata di insufficienza nella conoscenza a causa della sua natura volontaria e di riflettere i pregiudizi sistemici dei suoi collaboratori.,Italian
"Il redattore capo della Britannica, Dale Hoiberg, ha commentato che «le persone scrivono di cose alle quali sono interessate, perciò molti argomenti non vengono coperti e le notizie di attualità sono trattate con molto dettaglio.",Italian
"Nell'edizione inglese di Wikipedia la voce sull'uragano Frances è lunga cinque volte quella sull'arte cinese, e la voce sulla soap opera Coronation Street è lunga il doppio di quella sul primo ministro inglese Tony Blair.» L'ex redattore capo di Nupedia, Larry Sanger, affermò nel 2004 che «quando si tratta di argomenti relativamente specializzati (al di fuori degli interessi di molti dei collaboratori), la credibilità del progetto è molto irregolare».",Italian
"Wikipedia è stata elogiata poiché, come wiki, permette alle voci di essere aggiornate o create in risposta ad avvenimenti di attualità.",Italian
"Per esempio, la voce sul maremoto dell'Oceano Indiano nella sua edizione inglese venne citata spesso dalla stampa poco dopo l'episodio.",Italian
"I suoi redattori hanno anche affermato che Wikipedia, come sito web è capace di includere voci su un più ampio numero di argomenti di quanto potrebbe fare un'enciclopedia stampata.",Italian
"La rivista di informatica tedesca c't nell'ottobre 2004 ha fatto un confronto tra le enciclopedie Brockhaus Premium, Microsoft Encarta e Wikipedia.",Italian
Degli esperti hanno valutato 66 voci in varie discipline.,Italian
"Nel punteggio complessivo, Wikipedia ha ottenuto 3,6 punti su 5, la Brockhaus Premium 3,3 e Microsoft Encarta 3,1.",Italian
"In un'analisi sulle enciclopedie online, i professori della Indiana University Emigh e Herring, hanno poi sostenuto che «Wikipedia apporta miglioramenti alle tradizionali fonti di informazione, specialmente per le aree in cui è forte, come tecnologia e avvenimenti d'attualità».",Italian
Alla fine del 2005 è sorta una controversia dopo che il giornalista John Seigenthaler Sr. aveva notato come la sua biografia fosse stata vandalizzata inserendo informazioni false.,Italian
Ciò ha portato alla decisione di restringere – nell'edizione di Wikipedia in inglese – la possibilità di creare nuove voci ai soli utenti registrati.,Italian
La rivista scientifica Nature nel 2005 riportava (anche in risposta al caso Seigenthaler) i risultati di uno studio comparato secondo cui le voci scientifiche in Wikipedia erano comparabili in accuratezza a quelle presenti nell'Enciclopedia Britannica (sull'edizione inglese di Wikipedia furono riscontrati una media di 4 errori per voce contro i 3 della Britannica).,Italian
"[46][47][48] La ricerca di Nature fece notevole scalpore nei media, dai quali è stata spesso citata come dimostrazione dell'efficacia dei progetti basati sul crowdsourcing.",Italian
"Secondo un nuovo studio condotto nel 2012 dalla società Epic e da alcuni ricercatori dell'università di Oxford, Wikipedia è divenuta più precisa, documentata e aggiornata rispetto alla Britannica.",Italian
"[49][50] Tra il 28 dicembre 2005 e il 10 gennaio 2006 l'edizione in lingua italiana di Wikipedia è stata sottoposta a un esperimento da parte del settimanale L'espresso, che ha inserito volutamente quattro errori in altrettante voci dell'enciclopedia (Álvaro Recoba, Ugo Foscolo, Giovanni Spadolini, Georg Hegel) e una voce del tutto inventata su un inesistente poeta di nome Carlo Zamolli.",Italian
La voce Álvaro Recoba è stata corretta in poco più di un'ora.,Italian
La voce Georg Hegel è stata corretta dopo dieci giorni.,Italian
Le altre due voci contenenti gli inserimenti errati e la voce inventata sono state corrette solo dopo l'uscita del settimanale nelle edicole.,Italian
"Come ulteriore esempio una voce intitolata Elia Spallanzani, del tutto inventata, inserita l'8 gennaio 2005 non è stata corretta fino al 19 maggio 2006: nel corso della procedura di cancellazione la voce è stata modificata in modo da chiarire che si trattava di una biografia immaginaria.",Italian
"Nel suo pamphlet sulla specializzazione, frammentazione e disgregazione del sapere,[51] Lucio Russo conclude: «Non è facile prevedere l'esito dell'esperimento sociologico-culturale di massa di Wikipedia, ma credo che in ogni caso questo tentativo di ricostruire dal basso uno strumento condivisibile di conoscenza, al quale stanno partecipando milioni di volontari di tutto il mondo, costituisca un'esperienza da cui non si potrà prescindere in futuro e autorizza qualche timida speranza.» Wikipedia ha vinto due premi importanti nel maggio 2004: il primo è stato un Golden Nica per le Comunità Digitali all'interno del Prix Ars Electronica di Linz in Austria[52], in cui annualmente sono consegnati premi nel campo dell'arte elettronica ed interattiva, dell'animazione al computer, della cultura digitale e della musica.",Italian
Questo premio fu accompagnato da un finanziamento di 10.000 euro e da un invito a presenziare al PAE Cyberarts Festival di quell'anno.,Italian
"Il secondo è stato un Webby Award (premio annuale per i migliori siti web) proposto dalla giuria per la categoria ""Comunità"".",Italian
"Wikipedia è anche stata nominata per il premio della categoria ""Migliori attività"".",Italian
Nel settembre 2004 l'edizione giapponese di Wikipedia ha ottenuto un Premio per la Creazione Web dalla Associazione Inserzionisti del Giappone.,Italian
"Questo premio, normalmente consegnato a singole persone che si sono distinte per il loro contributo al web in giapponese, è stato ritirato da un collaboratore di lunga data, per conto del progetto.",Italian
"Wikipedia ha ricevuto plausi da fonti giornalistiche quali BBC News, USA Today, The Economist, Newsweek, BusinessWeek, il Chicago Sun-Times, Time Magazine e Wired Magazine[senza fonte].",Italian
"A dicembre 2005 la Wikipedia in italiano ha ricevuto due premi nell'ambito del Premio WWW 2005, organizzato da Il Sole 24 Ore: Nell'edizione 2007 dello stesso premio si aggiudica la categoria Portali, siti di informazione & community.",Italian
[54] Nel 2009 il lancio di Wikipedia (avvenuto nel 2001) è stato inserito da Webby Awards nei 10 momenti più importanti per Internet nell'ultimo decennio (2000-2009).,Italian
[55] Wikipedia è riconosciuta dal Guinness World Records (Guinness dei primati) come la più grande enciclopedia online[56] e come la più grande enciclopedia in assoluto.,Italian
"[4] Altri progetti L’apprendimento automatico (nella letteratura di lingua anglosassone machine learning) è una branca dell'intelligenza artificiale che raccoglie metodi sviluppati negli ultimi decenni del XX secolo in varie comunità scientifiche, sotto diversi nomi quali: statistica computazionale, riconoscimento di pattern, reti neurali artificiali, filtraggio adattivo, teoria dei sistemi dinamici, elaborazione delle immagini, data mining, algoritmi adattivi, ecc; che utilizza metodi statistici per migliorare la performance di un algoritmo nell'identificare pattern nei dati.",Italian
"Nell'ambito dell'informatica, l'apprendimento automatico è una variante alla programmazione tradizionale nella quale in una macchina si predispone l'abilità di apprendere qualcosa dai dati in maniera autonoma, senza istruzioni esplicite[1][2].",Italian
"Arthur Samuel, che coniò il termine nel 1959[3], in linea di principio identifica due approcci distinti.",Italian
"Il primo metodo, indicato come rete neurale, sviluppa macchine ad apprendimento automatico per impiego generale il cui comportamento è appreso da una rete di commutazione connessa casualmente, a seguito di una routine di apprendimento basata su ricompensa e punizione (apprendimento per rinforzo).",Italian
"Il secondo metodo, più specifico, consiste nel riprodurre l'equivalente di una rete altamente organizzata progettata per imparare solo attività specifiche.",Italian
"La seconda procedura, che necessita di supervisione e richiede la riprogrammazione per ogni nuova applicazione, è molto più efficiente dal punto di vista computazionale.",Italian
"L'apprendimento automatico è strettamente legato al riconoscimento di pattern e alla teoria computazionale dell'apprendimento[4] ed esplora lo studio e la costruzione di algoritmi che possano apprendere da un insieme di dati e fare delle predizioni su questi,[5] costruendo in modo induttivo un modello basato su dei campioni.",Italian
"L'apprendimento automatico viene impiegato in quei campi dell'informatica nei quali progettare e programmare algoritmi espliciti è impraticabile; tra le possibili applicazioni citiamo il filtraggio delle email per evitare spam, l'individuazione di intrusioni in una rete o di intrusi che cercano di violare dati,[6] il riconoscimento ottico dei caratteri[7], i motori di ricerca e la visione artificiale.",Italian
"L'apprendimento automatico è collegato, e spesso si sovrappone, alla statistica computazionale, che si occupa dell'elaborazione di predizioni tramite l'uso di computer.",Italian
"L'apprendimento automatico è anche fortemente legato all'ottimizzazione matematica, che fornisce metodi, teorie e domini di applicazione a questo campo.",Italian
"Per usi commerciali, l'apprendimento automatico è conosciuto come analisi predittiva.",Italian
"L'apprendimento automatico si sviluppa con lo studio dell'intelligenza artificiale, e vi è strettamente collegato: infatti già dai primi tentativi di definire l'intelligenza artificiale come disciplina accademica, alcuni ricercatori si erano mostrati interessati alla possibilità che le macchine imparassero dai dati.",Italian
"Questi ricercatori, in particolare Marvin Minsky, Arthur Samuel e Frank Rosenblatt, provarono ad avvicinarsi al problema sia attraverso vari metodi formali, sia con quelle che vengono definite reti neurali nei tardi anni '50.",Italian
"Le reti neurali erano allora costituite da singoli percettroni e da modelli matematici derivati dal modello lineare generalizzato della statistica, come l'ADALINE di Widrow[8][9].",Italian
"Si provò a sfruttare anche ragionamenti probabilistici, in particolare nelle diagnosi mediche automatiche[10].",Italian
"Sempre negli anni '50, Alan Turing propose l'idea di una macchina che apprende, ovvero in grado di imparare e dunque diventare intelligente.",Italian
La proposta specifica di Turing anticipa gli algoritmi genetici[11].,Italian
"Tuttavia già dalla metà degli anni '50 lo studio dell'intelligenza artificiale si stava concentrando su approcci logici di tipo knowledge-based, nota oggi sotto il nome di GOFAI, causando un distacco tra lo studio dell'IA e quello dell'apprendimento automatico.",Italian
Sistemi di tipo probabilistico erano invasi di problemi sia teoretici sia pratici in termini di acquisizione e rappresentazione dei dati[10].,Italian
"Negli anni Ottanta, i sistemi esperti dominavano il campo dell'IA, e i sistemi basati sulla statistica non venivano più studiati[12].",Italian
"Lo studio dell'apprendimento simbolico e knowledge-based continuò nell'ambito dell'IA, portando a sviluppare la programmazione logica induttiva, ma ora la ricerca più prettamente statistica si svolgeva al di fuori del campo vero e proprio dell'intelligenza artificiale, nel riconoscimento di pattern e nell'information retrieval[10].",Italian
"Un altro motivo per cui lo studio dell'apprendimento automatico fu abbandonato fu la pubblicazione del libro Perceptrons: an introduction to computational geometry di Marvin Minsky e Seymour Papert, che vi descrivevano alcune delle limitazioni dei percettroni e delle reti neurali.",Italian
"La ricerca sulle reti neurali subì un significativo rallentamento a causa dell'interpretazione del libro, che le descriveva come intrinsecamente limitate[13][14].",Italian
"Anche la linea di ricerca sulle reti neurali continuò al di fuori del campo dell'IA, portata avanti da ricercatori provenienti da altre discipline quali Hopfield, Rumelhart, Hinton e Fukushima.",Italian
Il loro successo principale fu a metà degli anni '80 con la riscoperta della backpropagation[10] e della self-organization[15].,Italian
"L'apprendimento automatico, sviluppatosi come campo di studi separato dall'IA classica, cominciò a rifiorire negli anni '90.",Italian
Il suo obiettivo cambiò dall'ottenere l'intelligenza artificiale ad affrontare problemi risolvibili di natura pratica.,Italian
